College Name,Library (2023-24),New Equipment for Laboratories (2023-24),Engineering Workshops (2023-24),Studios (2023-24),Other expenditure on creation of Capital Assets (2023-24),Library (2022-23),New Equipment for Laboratories (2022-23),Engineering Workshops (2022-23),Studios (2022-23),Other expenditure on creation of Capital Assets (2022-23),Library (2021-22),New Equipment for Laboratories (2021-22),Engineering Workshops (2021-22),Studios (2021-22),Other expenditure on creation of Capital Assets (2021-22),Salaries (2023-24),Maintenance of Academic Infrastructure or consumables and other running expenditures (2023-24),Seminars/Conferences/Workshops (2023-24),Salaries (2022-23),Maintenance of Academic Infrastructure or consumables and other running expenditures (2022-23),Seminars/Conferences/Workshops (2022-23),Salaries (2021-22),Maintenance of Academic Infrastructure or consumables and other running expenditures (2021-22),Seminars/Conferences/Workshops (2021-22)
Iit Bombay Nirf Engineering 2025,"177105628 (Seventeen Crore Seventy One Lakh Five
Thousand Six Hundred and Twenty Eight Only)","2817100804 (Two Hundred Eighty One Crore Seventy One
Lakh Eight Hundred and Four Only)",0 (Zero),0 (zero),"96499509 (Nine Crore Sixty Four Lakh Ninety Nine Thousand
Five Hundred and Nine Only)","60655438 (Six Crore Six Lakh Fifty Five Thousand Four
Hundred and Thirty Eight Only)","3091659479 (Three Hundred Nine Crores Sixteen Lakhs Fifty
Nine Thousand Four Hundred and  Seventy Nine Only)","82044432 (Eight Crore Twenty Lakhs Forty Four Thousand
Four Hundred Thirty Two Only)",0 (zero),"173684513 (Seventeen Crore Thirty Six Lakhs Eighty Four
Thousand Five Hundred and Thirteen Only)","395211540 (Thirty Nine Crore Fifty Two Lakh Eleven Thousand
Five Hundred Forty Only)","859086724 (Eighty Five Crore Ninety Lakh Eighty Six
Thousand Seven Hundred and Twenty Four Only)","99980000 (Nine Crore Ninety Nine Lakh And Eighty Thousand
Only)",0 (Zero),"80795586 (Eight Crore Seven Lakhs Ninety Five Thousand
Five Hundred And Eighty Six Only)","8523975101 (Eight Hundred Fifty Two Crore Thirty Nine Lakh
Seventy Five Thousand One Hundred and One Only)","4688514494 (Four Hundred Sixty Eight Crore Eighty Five Lakh
Fourteen Thousand Four Hundred and Ninety Four Only)","247557830 (Twenty Four Crore Seventy Five Lakh Fifty Seven
Thousand Eight Hundred and Thirty Only)","6581612412 (Six Hundred Fifty Eight Crore Sixteen Lakhs
Twelve Thousand Four Hundred and Twelve Only)","3380913236 (Three Hundred and Thirty Eight Crores Nine
Lakhs Thirteen Thousand Two Hundred and Thirty Six Only)","22683371 (Two Crore Twenty Six Lakhs Eighty Three
Thousand Three Hundred and Seventy One Only)","6070571682 (Six Hundred And Seven Crore Five Lakh
Seventy One Thousand Six Hundred And Eighty Two)","2978397843 (Two Hundred And Ninety Seven Crore Eighty
Three Lakh Ninety Seven Thousand Eight Hundred And Forty
Three)","9177625 (Ninety One Lakhs Seventy Seven Thousand Six
Hundred Twenty Five Only)"
Iit Chennai Nirf Overall 2025,"298830979 (Twenty nine crores Eighty eight Lakhs Thirty
Thousand Nine Hundred and Seventy Nine)","4977872845 (Four Hundred Ninety Seven Crores Seventy
Eight Lakhs Seventy Two Thousand Eight Hundred and Forty
Five)","15221031 (One Crore Fifty Two Lakhs Twenty One Thousand
and Thirty One)","15922736 (One Crore Fifty Nine Lakhs Twenty Two Thousand
Seven Hundred and Thirty Six)","854156496 (Eighty Five Crore Forty One Lakhs Fifty Six
Thousand Four Hundred and Ninety Six)","191765768 (Nineteen Crores Seventeen Lakhs Sixty Five
Thousand Seven Hundred and Sixty Eight)","5114315121 (Five hundred eleven crore forty three lakh fifteen
thousand one hundred twenty one)","35946386 (Three Crore Fifty Nine Lakhs Forty Six Thousand
Three Hundred and Eighty Six)","7825561 (Sevety Eight Lakh Twenty Five Thousand Five
Hundred and Sixty One)","850240751 (Eighty Five Crore Two Lakhs Forty Thous and
Seven Hundred and Fifty One)","232093405 (Twenty Three Crore Twenty Lakhs Ninety Three
Thousand Four Hundred and Five)","4475051053 (Four Hundred and Forty Seven Crore Fifty Lakhs
Fifty One Thousand and Fifty Three)","16830244 (One Crore Sixty Eight Lakhs Thirty Thousand Two
Hundred and Forty Four)","53944831 (Five Crore Thirty Nine Lakhs Forty Four Thousand
Eight Hundred and Thirty One)","1066955804 (One Hundred and Six Crores Sixty Nine lakhs
Fifty Five Thousand Eight Hundred and Four)","6770455954 (Six Hundered and Seventy Seven Crore Four
Lakhs Fifty Five Thousand Nine Hundred and Fifty Four)","9997419009 (Nine Hundred and Ninety Nine Crore Seventy
Four Lakhs Nineteen Thousand and Nine)","128805662 (Twelve Crore Eighty Eight Lakhs Five Thousand
Six Hundred and Sixty Two)","5424786320 (Five hundred and forty two crore forty seven
lakhs eighty six thousand three hundred and twenty)","8669739543 (Eight hundred sixty six crore Ninety Seven lakh
Thirty Nine  thousand Five hundred Forty Three)","151561504 (Fifteen Crore Fifteen Lakhs Sixty One Thousand
Five Hundred and Four)","6565874098 (Six Hundred and Fifty Six Crore Fifty Eight Lakhs
Seventy Four Thousand and Ninety Eight)","7557097089 (Seven Hundred and Fifty Five Crore Seventy
Lakhs Ninety Seven Thousand and Eighty Nine)","108400586 (Ten Crore Eighty Four Lakhs Five Hundred and
Eighty Six)"
Iit Delhi Nirf Engineering 2025,187600000 (Eighteen Crore Seventy Six Lakhs),"2642131575 (Two hundred Sixty Four Crore Twenty One
Lakhs Thirty One Thousand Five Hundred Seventy Five)","5271461 (Fifty Two Lakhs Seventy One thousand Four
Hundred Sixty One)","3490210 (Thirty Four Lakhs Ninety Thousand Two Hundred
Ten)",131400000 (Thirteen Crore Fourteen Lakhs),"187521973 (Eighteen Crore Seventy Five Lakh Twenty One
Thousand Nine Hundred Seventy Three)","2615655221 (Two Hundred Sixty One Crore Fifty Six Lakh Fift
Five Thousand Two Hundred Twenty One )","2429151 (Twenty Four Lakh Twenty Nine Thousand One
Hundred Fifty One )","2124700 (Twenty One Lakh Twenty Four Thousand Seven
Hundred)","2857555221 (Two Hundred Eighty Five Crore Seventy Five
Lakh Fifty Five Thousand Two Hundred Twenty One)","191213021 (Nineteen Crore Twelve Lakh Thirteen Thousand
Twenty One)","2374297516 (Two Hundred Thirty Seven Crore Forty Two Lakh
Ninety Seven Thousand Five Hundred Sixteen)","44456874 (Four Crore Forty Four Lakh Fifty Six Thousand
Eight Hundred Seventy Four)","43928631 (Four Crore Thirty Nine Lakh Twenty Eight
Thousand Szix Hundred Thirty One)","1476113707 (One Hunred Forty Seven Crore Sixty One Lakh
Thirteen Thousand Seven Hundred Seven)","7095220673 (Seven Hundred Nine Crore Fifty Two Lakhs
Twenty Thousand Six Hundred Seventy Three)","3426681450 (Three Hundred Forty Two Crore Sixty Six Lakhs
Eighty One Thousand Four Hundred Fifty)","208733379 (Twenty Crore Eighty Seven Lakhs Thirty three
Thousand Three Hundred Seventy Nine)","6929719466 (Six Hundred Ninety Two Crore Ninety Seven
Lakh Nineteen Thousand Four Hundred Sixty Six)","3957679475 (Three Hundred Ninety Five Crore Seventy Six
Lakh Seventy Nine Thousand Four Hundred Seventy Five)","183435548 (Eighteen Crore Thirty Four Lakh Thirty Five
Thousand Five Hundred Forty Eight)","3991424049 (Three Hundred Ninety Nine Crore Fourteen Lakh
Twenty Four Thousand Forty Nine)","3710748858 (Three Hundred Seventy One Crore Seventy Four
Lakh Eight Thousand Eight Hundred Fifty Eight )","4904145 (Forty Nine Lakh Four Thousand One Hundred Forty
Five)"
Iit Dharwad Nirf Engineering 2025,"49871820 (Four Crores Ninety Eight Lakh Seventy One
Thousand Eight Hundred Twenty Only)","368395935 (Thirty Six Crores Eighty Three Lakh Ninety Five
Thousand Nine Hundred Thirty Five Only)","2865058 (Twenty Eight Lakh Sixty Five Thousand Fifty Eight
Only)",,"430534684 (Forty Three Crores Five Lakh Thirty Four
Thousand Six Hundred Eighty Four Only)","2030499 (Twenty Lakh Thirty Thousand Four Hundred Ninety
Nine Only)","66387287 (Six Crore Sixty Three Lakh Eighty Seven Thousand
Two Hundred Eighty Seven Only)","9146560 (Ninety One Lakh Forty Six Thousand Five Hundred
Sixty Only)",,"7712328 (Seventy Seven Lakh Twelve Thousand Three
Hundred Twenty Eight Only)","26177635 (Two Crore Sixty One Lakh Seventy Seven
Thousand Six Hundred Thirty Five)","23039441 (Two Crore Thirty Lakh Thirty Nine Thousand Four
Hundred Forty One)","9589546 (Ninety Five Lakh Eighty Nine Thousand Five
Hundred Forty Six)",,"12974707 (One Crore Twenty Nine Lakh Seventy Four
Thousand Seven Hundred Seven)","356859562 (Thirty Five Crores Sixty Eight Lakh Fifty Nine
Thousad Five Hundred Sixty Two Only)","292806819 (Twenty Nine Crores Twenty Eight Lakh Six
Thousand Eight Hundred Nineteen Only)","5980923 (Fifty Nine Lakh Eighty Thousand Nine Hundred
Twenty Three Only)","213163355 (Twenty One Crore Thirty One Lakh Sixty Three
Thousand Three Hundred Fifty Five Only)","92315806 (Nine Crore Twenty Three Lakh Fifteen Thousand
Eight Hundred Six Only)","674258 (Six Lakh Seventy Four Thousand Two Hundred Fifty
Eight Only)","176862332 (Seventeen Crore Sixty Eight Lakh Sixty Two
Thousand Three Hundred Thirty Two)","66968117 (Six Crore Sixty Nine Lakh Sixty Eight Thousand
One Hundred Seventeen)",510025 (Five Lakh Ten Thousand Twenty Five)
Iit Gandhinagar Nirf Engineering 2025,"66119918 (Six Crore Sixty one Lakh Nineteen Thousand Nine
Hundred Eighteen only)","199890174 (Nineteen Crore Ninety Eight Lakh Ninety
Thousand One Hundred Seventy Four only)","6185036 (Sixty One Lakh Eighty Five Thousand Thirty Six
only)",,"28334309 (Two Crore Eighty Three Lakh Thirty Four Thousand
Three Hundred Nine only)","31339902 (Three Crore Thirteen Lakh Thirty nine Thousand
Nine Hundred And Two)","216414304 (Twenty one Crore Sixty four Lakh Fourteen
Thousand Three Hundred And Four)","1787382 (Seventeen Lakh Eighty seven Thousand Three
Hundred And Eighty two)",,"13052790 (One Crore Thirty Lakh Fifty two Thousand Seven
Hundred And Ninety)","25595838 (Two crore fifty five lakh ninety five thousand eight
hundred thirty eight )","362655942 (Thirty Six Crore Twenty Six Lakh Fifty Five
Thousand Nine Hundred Forty Two )","9813209 (Ninety Eight Lakh Thirteen Thousand Two Hundred
Nine )",,"16597999 (One Crore Sixty Five Lakh Ninety Seven Thousand
Nine Hundred Ninety Nine )","896246515 (Eighty Nine Crore Sixty Two Lakh Forty Six
Thousand Five Hundred Fifteen only)","847764679 (Eighty Four Crore Seventy Seven Lakh Sixty Four
Thousand Six Hundred Seventy Nine only)","32598864 (Three Crore Twenty Five Lakh Ninety Eight
Thousand Eight Hundred Sixty Four only)","790641159 (Seventy nine Crore Six Lakh Forty one Thousand
One Hundred And Fifty nine)","563015438 (Fifty six Crore Thirty Lakh Fifteen Thousand Four
Hundred And Thirty eight)","44785268 (Four Crore Forty seven Lakh Eighty five Thousand
Two Hundred And Sixty eight)","668378143 (Sixty Six Crore Eighty Three Lakh Seventy Eight
Thousand One Hundred Forty Three )","628568958 (Sixty Two Crore Eighty Five Lakh Sixty Eight
Thousand Nine Hundred Fifty Eight )","5639232 (Fifty Six Lakh Thirty Nine Thousand Two Hundred
Thirty Two )"
Iit Goa Nirf Engineering 2025,"2292595 (Twenty Two Lakh Ninety Two Thousand Five
Hundred and Ninety Five)","50784525 (Five Crore Seven Lakh Eighty Four Thousand Five
Hundred and Twenty Five)","785670 (Seven Lakh Eighty Five Thousand Six Hundred and
Seventy)",,"5246854 (Fifty Two Lakh Forty Six Thousand Eight Hundred
and Fifty Four)","47892616 (Four Crore Seventy Eight Lakh Ninety Two
Thousand Six Hundred and Sixteen)","104971898 (Ten Crore Forty Nine Lakh Seventy One
Thousand Eight Hundred and Ninety Eight)","8864119 (Eighty Eight Lakh Sixty Four Thousand One Hundred
and Nineteen)",,"6691545 (Sixty Six Lakh Ninety One Thousand Five Hundred
and Forty Five)","13537874 (One Crore Thirty Five Lakh Thirty Seven Thousand
Eight Hundred and Seventy Four)","123802181 (Twelve Crore Thirty Eight Lakh Two Thousand
One Hundred and Eighty One)","6024316 (Sixty Lakh Twenty Four Thousand Three Hundred
and Sixteen)",,"2850916 (Twenty Eight Lakh Fifty Thousand Nine Hundred and
Sixteen)","179911036 (Seventeen Crore Ninety Nine Lakh Eleven
Thousand and Thirty Six)","161205165 (Sixteen Crore Twelve Lakh Five Thousand One
Hundred and Sixty Five )","6369794 (Sixty Three Lakh Sixty Nine Thousand Seven
Hundred and Ninety Four)","163913416 (Sixteen Crore Thirty Nine Lakh Thirteen Thousand
Four Hundred and Sixteen)","160209560 (Sixteen Crore Two Lakh Nine Thousand Five
Hundred and Sixty )","3595861 (Thirty Five Lakh Ninety Five Thousand Eight
Hundred and Sixty One)","148333682 (Fourteen Crore Eighty Three Lakh Thirty Three
Thousand Six Hundred and Eighty Two)","133269698 (Thirteen Crore Thirty Two Lakh Sixty Nine
Thousand Six Hundred and Ninety Eight )","1424595 (Fourteen Lakh Twenty Four Thousand Five Hundred
and Ninety Five)"
Iit Guwahati Nirf Engineering 2025,"144888953 (Fourteen crore forty eight lakhs eighty eight
thousand and nine hundred and fifty three )","511768358 (Fifty one crore seventeen lakhs sixty eight
thousand three hundred and fifty eight)","24626782 (Two crore forty six lakhs twenty six thousand seven
hundred and eighty two)",0 (Zero),"494657138 (Forty nine crore forty six lakhs fifty seven
thousand one hundred and thirty eight)","212549726 (Twenty one crore twenty five lakh forty nine
thousand seven hundred twenty six)","570399409 (Fifty seven crore three lakh ninety nine  thousand
four hundred ninel)","15231760 (One crore fifty two lakh thirty two thousabd seven
sixty)",0 (Zero),"678150953 (Sixty seven crore eighty one lakh fifty thousand
nine hundred fifrt three)","122976870 (Twelvw crore twenty nine lakh seventy six
thousand eight hundred ten )","317904320 (Thirty one crore seventy nine lakh four thousand
three hundred twenty)","14081657 (One crore forty lakh eight one thousand six hundred
fifty seven)",0 (Zero),"689764913 (Sixty eight crore ninety seven lakh sixty four
thousand nine hundred thirteen)","1987664697 (One ninety eight crore seventy six lakhs sixty
four thousand six hundred and ninety seven )","1323045038 (One hundred thirty two crore thirty lakhs forty five
thousand thirty eight only)","55123615 (Five crore fifty one lakh twenty three thousand six
hundred and fifteen)","1835256296 (One eighty three crore fifty two lakh fifty six
thousand two hundred ninety six)","1026826502 (One hundred two crore sixty eight lakh twenty six
thousand five hundred two)",85410030 (Eight crore fifty four lakh ten thousand thirty),"1748454897 (One seventy four crore  eighty four lakh fifty four
thousand eight hundred ninety seven)","810328532 (Eighty one crore three lakh twenty eight thousand
five hundred thirty two)","12338782 (One crore twenty three lakh thirty eight thousand
seven hundred eighty two)"
Iit Hyderabad Nirf Engineering 2025,"28995305 (Two Crores Eighty Nine Lakhs Ninety Five
Thousand Three Hundred and Five Only)","337408737 (Thirty Three Crores Seventy Four Lakhs Eight
Thousand Seven Hundred and Thirty Seven Only)",0 (Zero),0 (Zero),"400422417 (Forty Crores Four Lakhs Twenty Two Thousand
Four Hundred and Seventeen Only)","54273351 (Five crore forty two lakh seventy three thousand
three hundred fifty one)","354297902 (Thirty Five Crore Forty Two Lakh Ninety Seven
Thousand Nine Hundred Two )",0 (ZERO),0 (ZERO),"222495370 (Twenty Two Crore Twenty Four Lakh Ninety Five
Thousand Three Hundred Seventy )","35657429 (Three Crore Fifty Six Lakh Fifty Seven Thousand
Four Hundred And Twenty Nine)","360785745 (Thirty Six Crore Seven Lakh Eighty Five Thousand
Seven Hundred And Forty Five)",600000 (Six lakhs),70092 (Seventy thousand ninety two rupees only),"135612446 (Thirteen Crore Fifty Six Lakh Twelve Thousand
Four Hundred And Forty Six)","1450713808 (One Hundred and Forty Five Crores Seven
Lakhs Thirteen Thousand Eight Hundred and Eight Only)","1398202506 (One Hundred and Thirty Nine Crores Eighty Two
Lakhs Two Thousand Five Hundred and Six Only)","62064882 (Six Crores Twenty Lakhs Sixty Four Thousand
Eight Hundred and Eighty Two Only)","2044754274 (Two Hundred and Four  Crore Forty seven lakh
Fifty four thousand two hundred and seventy four only)","1122709987 (One Hundred Twelve Crore Twenty seven lakhs
Nine thousand nine hundred and Eighty Seven)","38926352 (Three Crore Eighty Nine Lakh Twenty Six
Thousand Three Hundred Fifty Two )","1745821591 (One Hundred And Seventy Four Crore Fifty Eight
Lakh Twenty One Thousand Five Hundred And Ninety One)","754647920 (Seventy six crore forty six lakh seven thoussad
nine hundred and twenty)","2433745 (Twenty Four Lakh Thirty Three Thousand Seven
Hundred And Forty Five)"
Iit Indore Nirf Engineering 2025,"55235239 (Five Crore Fifty Two Lakh Thirty Five Thousand
Two Hundred and Thirty Nine)","177000729 (Seventeen Crore Seventy Lakh Seven Hundred
and Twenty Nine)","36349590 (Three Crore Sixty Three Lakh Forty Nine Thousand
Five Hundred and Ninety)",0 (zero),"57909848 (Five Crore Seventy Nine Lakh Nine Thousand Eight
Hundred and Forty Eight)","47193543 (Four Crore Seventy One Lakh Ninety Three
Thousand Five Hundred and Forty Three)","259181099 (Twenty Five Crore Ninety One Lakh Eighty One
Thousand Ninety Nine)","1202619 (Twelve Lakh Two Thousand Six Hundred and
Nineteen)",0 (Zero),"91974617 (Nine Crore Nineteen Lakh Seventy Four Thousand
Six Hundred and Seventeen )","33385164 (Three Crore Thirty Three Lakh Eighty Five
Thousand One Hundred Sixty Four)","112076792 (Eleven Crore Twenty Lakh Seventy Six Thousand
Seven Hundred Ninety Two)",0 (Zero),0 (Zero),"54747127 (Five Crore Forty Seven Lakh Forty Seven
Thousand One Hundred Twenty Seven)","822579933 (Eighty Two Crore Twenty Five Lakh Seventy Nine
Thousand Nine Hundred and Thirty Three)","724344355 (Seventy Two Crore Forty Three Lakh Forty Four
Thousand Three Hundred and Fifty Five)","30840722 (Three Crore Eight Lakh Forty Thousand Seven
Hundred and Twenty Two)","667850076 (Sixty Six Crore Seventy Eight Lakh Fifty Thousand
and Seventy Six)","569258068 (Fifty Six Crore Ninety Two Lakh Fifty Eight
Thousand and Sixty Eight )","24535200 (Two Crore Fourty Five Lakh Thirty Five Thousand
and Two Hundred)","558261242 (Fifty Five Crore Eighty Two Lakh Sixty One
Thousand Two Hundred Forty Two)","439197669 (Forty Three Crore Ninety One Lakh Ninety Seven
Thousand Six Hundred Sixty Nine)","8881716 (Eighty Eight Lakh Eighty One Thousand Seven
Hundred Sixteen)"
Iit Jammu Nirf Engineering 2025,"42047099 (four crores twenty lakhs forty seven thousand
ninety nine)","345120335 (thirty four crores fifty one lakhs twenty thousand
three hundred and thirty five)","10366864 (one crore three lakhs sixty six thousand eight
hundred sixty four)",,"290120830 (fourteen crores seventy five lakhs twenty thousand
eight hundred thirty)","38207541 (three crores eighty two lakhs seven thousand five
hundred forty one)","198997546 (nineteen crores eighty nine lakhs ninety seven
thousand five hundred forty six)","42796235 (four crores twenty seven lakhs ninety six thousand
two hundred thirty five)",,"2066394069 (two hundred six crores sixty three lakhs ninety
four thousand sixty nine)","34306591 (three crores forty three lakhs six thousand five
hundred ninety one)","78517422 (Seven Crore Eighty Five Lakh Seventeen
Thousand Four Hundred And Twenty Two)","151458514 (Fifteen Crore Fourteen Lakh Fifty Eight Thousand
Five Hundred And Fourteen)",,"90941656 (nine crores nine lakhs forty one thousand six
hundred fifty six)","460859793 (forty six crores eight lakhs fifty nine thousand
seven hundred ninety three)","414394583 (forty one crores forty three lakhs ninety four
thousand five hundred eighty three )","14574525 (one crore forty five lakhs seventy four thousand five
hundred twenty five)","353441764 (thirty five crores thirty four lakhs forty one
thousand seven hundred sixty four)","426639422 (forty two crores sixty six lakhs thirty nine thousand
four hundred twenty two)","4062592 (forty lakhs sixty two thousand five hundred ninety
two)","306130283 (thirty crores sixty one lakhs thirty thousand two
hundred eighty three)","191666244 (nineteen crores sixteen lakhs sixty six thousand
two hundred forty four)","2302790 (twenty three lakhs two thousand seven hundred
ninety)"
Iit Jodhpur Nirf Engineering 2025,"86170909 (Rupees Eight Crore Sixty One Lakh Seventy
Thousand Nine Hundred Nine Only)","610190453 (Rupees Sixty One Crore One Lakh Ninety
Thousand Four Hundred Fifty Three Only)","1978328 (Rupees Nineteen Lakh Seventy Eight Thousand
Three Hundred Twenty Eight Only)","8556183 (Rupees Eighty Five Lakh Fifty Six Thousand One
Hundred Eighty Three Only)","195527316 (Rupees Nineteen Crore Fifty Five Lakh Twenty
Seven Thousand Three Hundred Sixteen Only)","109871530 (Rupees Ten Crore Ninety Eight Lakh Seventy One
Thousand Five Hundred Thirty Only )","365488037 (Rupees Thirty Six Crore Fifty Four Lakh Eighty
Eight Thousand and Thirty Seven Only)","917395 (Rupees Nine Lakh Seventeen Thousand Three
Hundred Ninety Five Only )","9336136 (Rupees Ninety Three Lakh Thirty Six Thousand One
Hundred Thirty Six Only)","385635193 (Rupees Thirty Eight Crore Fifty Six Lakh Thirty
Five Thousand One Hundred Ninety Three Only)","31578203 (Rupees Three Crore Fifteen Lakh Seventy Eight
Thousand Two Hundred Three Only )","396024778 (Rupees Thirty Nine Crore Sixty Lakh Twenty Four
Thousand Seven Hundred Seventy Eight Only )","17230645 (Rupees One Crore Seventy Two Lakh Thirty
Thousand Six Hundred Fourty Five Only )","205250 (Rupees Two Lakh Five Thousand Two Hundred Fifty
Only)","165797521 (Rupees Sixteen Crore Fifty Seven Lakh Ninety
Seven Thousand Five Hundred Twenty One Only)","1174417450 (Rupees One Hundred Seventeen Crore Forty
Four Lakh Seventeen Thousand Four Hundred Fifty Only)","1954921058 (Rupees One Hundred Ninety Five Crore Forty
Nine Lakh Twenty One Thousand Fifty Eight Only)","20118872 (Rupees Two Crore One Lakh Eighteen Thousand
Eight Hundred Seventy Two  Only)","778949563 (Rupees Seventy Seven Crore Eighty Nine Lakh
Forty Nine Thousand Five Hundred Sixty Three Only)","1496975993 (Rupees One Hundred and Forty Nine Crore Sixty
Nine Lakh Seventy Five Thousand Nine Hundred Ninety Three
Only)","22484069 (Rupees Two Crore Twenty Four Lakh Eighty Four
Thousand Sixty Nine Only)","591593878 (Rupees Fifty Nine Crore Fifteen Lakh Ninety
Three Thousand Eight Hundred Seventy Eight Only)","1063070705 (One Hundred and Six Crore Thirty Lakh Seventy
Thousand Seven Hundred and Five Only)","1648564 (Rupees Sixteen Lakh Fourty Eight Thousand Five
Hundred Sixty Four Only)"
Iit Kanpur Nirf Engineering 2025,203000000 (Twenty Crore Thirty Lakh),"1103442000 (One Hundred Ten Crore Thirty Four Lakh Forty
Two Thousand)",123000000 (Twelve Crore Thirty Lakh),10267000 (One Crore Two Lakh Sixty Seven Thousand),157700000 (Fifteen Crore Seventy Seven Lakh),202200000 (Twenty Crore Twenty Two Lakh),1096200000 (One Hundred Nine Crore Sixty Two Lakh),120140000 (Twelve Crore One Lakh Forty Thousand),6113000 (Sixty One Lakh Thirteen Thousand),150260000 (Fifteen Crore Two Lakh Sixty Thousand),184609000 (Eighteen Crore Forty Six Lakh Nine Thousand),"640307900 (Sixty Four Crore Three Lakh Seven Thousand
Nine Hundred)","107318500 (Ten Crore Seventy Three Lakh Eighteen
Thousand Five Hundred)",5674000 (Fifty Six Lakh Seventy Four Thousand),"137621500 (Thirteen Crore Seventy Six Lakh Twenty One
Thousand Five Hundred)","4081234700 (Four Hundred Eight Crore Twelve Lakh Thirty
Four Thousand Seven Hundred)","5341217000 (Five Hundred Thirty Four Crore Twelve Lakh
Seventeen Thousand)",55900000 (Five Crore Fifty Nine Lakh),"3543190000 (Three Hundred Fifty Four Crore Thirty One Lakh
Ninety Thousand)","4670560000 (Four Hundred Sixty Seven Crore Five Lakh Sixty
Thousand)",52180000 (Five Crore Twenty One Lakh Eighty Thousand),"3183924000 (Three Hundred Eighteen Crore Thirty Nine Lakh
Twenty Four Thousand)","3967440000 (Three Hundred Ninety Six Crore Seventy Four
Lakh Forty Thousand)",47800000 (Four Crore Seventy Eight Lakh)
Iit Kharagpur Nirf Engineering 2025,"247696823 (Twenty four crore seventy six lakh ninety six
thousand eight hundred twenty three)","1613101450 (One hundred sixty one crore thirty one lakh one
thousand four hundred fifty)",0 (Zero),"23090103 (Two crore thirty lakh ninety thousand one hundred
three)","316335763 (Thirty one crore sixty three lakh thirty five
thousand seven hundred sixty three)",256500000 (Twenty Five Crore Sixty Five Lakh),"761461375 (Seventy Six Crore Fourteen Lakh Sixty One
Thousand Three Hundred Seventy Five)",0 (Zero),2300000 (Twenty Three Lakh),"648459019 (Sixty Four Crore Eighty Four Lakh Fifty Nine
Thousand Nineteen)","189496133 (Eighteen Crore Ninety Four Lakh Ninety Six
Thousand One Hundred Thirty Three)","543377993 (Fifty Four Crore Thirty Three Lakh Seventy Seven
Thousand Nine Hundred And Ninety Three)","3374185 (Thirty Three Lakh Seventy Four Thousand One
Hundred Eighty Five)","3882469 (Thirty Eighty Lakh Eighty Two Thousand Four
Hundred Sixty Nine)","219791746 (Twenty One Crore Ninety Seven Lakh Ninety One
Thousand  Seven Hundred Forty Six)","6099113711 (Six hundred nine crore ninety one lakh thirteen
thousand seven hundred eleven)","4562045544 (Four hundred fifty six crore twenty lakh forty five
thousand five hundred forty four)","163201110 (Sixteen crore thirty two lakh one thousand one
hundred ten)","7134146302 (Seven Hundred Thirteen Crore Forty One Lakh
Forty Six Thousand Three Hundred Two)","2482172231 (Two Hundred Forty Eight Crore Twenty One
Lakh Seventy Two Thousand Two Hundred Thirty One)","67110522 (Six Crore Seventy One Lakh Ten Thousand Five
Hundred Twenty Two)","6367568115 (Six Hundred And Thirty Six Crore Seventy Five
Lakh Sixty Eight Thousand One Hundred And Fifteen)","3237288905 (Three hundred twenty three crores seventy two
lakhs eighty eight thousand nine hundred five)","23457891 (Two Crore Thirty Four Lakh Fifty Seven Thousand
Eight Hundred And Ninety One)"
Iit Mandi  Nirf Engineering 2025,"72507108 (Seven Crores Twenty Five Lakhs Seven Thousand
One Hundred and Eight Only)","107640688 (Ten Crores Seventy Six Lakhs Forty Thousand Six
Hundred and Eighty Eight Only)","145737145 (Fourteen Crores Fifty Seven Lakhs Thirty Seven
Thousand One Hundred and Forty Five Only)","22864463 (Two Crores Twenty Eight Lakhs Sixty Four
Thousand Four Hundred and Sixty Three Only)","71658477 (Seven Crores Sixteen Lakhs Fifty Eight Thousand
Four Hundred and Seventy Seven Only)","70004195 (Seven Crore Four Thousand one Hundred ninety
Five)","89947259 (Eight crore ninety nine lakh forty seven thousand
two hundred fifty nine)","70111888 (Seven Crore One Lakh Eleven Thousand Eight
Hundred Eighty Eight)","3744375 (Thirty Seven lakh forty four thousand three hundred
Seventy Five)","70457332 (Seven crore Four lakh fifty seven thousand three
hundred thirty two )","35101891 (Three Crore Fifty one Lakh one thousand Eight
Hundred Ninety One)","37610048 (Three crore seventy six lakh ten thousand forty
eight)","46767696 (Four Crore Sixty Seven Lakh Sixty Seven thousand
six hundred Ninety Six )","387553 (Three Lakh Eighty Seven Thousand Five hundred fifty
three)","27833959 (Two Crore Seventy Eight lakh thirty Three
Thousand Nine Hundred Fifty Nine)","628458192 (Sixty Two  Crores Eighty Four Lakhs  Fifty Eight
Thousand One Hundred and Ninety Two only)","1535480911 (One Hundred Fifty Three  Crores Fifty Four
Lakhs Eighty Thousand Nine Hundred and Eleven Only)","7569965 (Seventy Five Lakhs Sixty Nine Thousand Nine
Hundred and Sixty Five Only)","503949111 (Fifty Crore Thirty Nine lakh Forty Nine Thousand
one hundred eleven)","1184099998 (One hundred eighteen crore forty lakh ninety
nine thousand nine hundred ninety eight )","2653847 (Twenty Six Lakh Fifty Three thousand eight hundred
forty seven)","400687047 (Forty crore six lakh eighty seven thousand forty
seven)","553386093 (Fifty Five Crore Thirty Three Lakh Eighty Six
Thousand and Ninety Three )",1034001 (Ten Lakh thirty four thousand and one)
